#Data tag : 24v1 , Norm tag: None
379420:9518,385:385,04/15/24 01:17:44,STABLE BEAMS,6800,10289.220870374,9867.803416414,61.0,PLTZERO
379420:9518,386:386,04/15/24 01:18:07,STABLE BEAMS,6800,10281.234203456,9859.395915431,61.0,PLTZERO
379420:9518,387:387,04/15/24 01:18:31,STABLE BEAMS,6800,10262.272669753,9834.064008828,60.9,PLTZERO
379420:9518,388:388,04/15/24 01:18:54,STABLE BEAMS,6800,10241.729983207,9822.130019989,60.8,PLTZERO
379420:9518,389:389,04/15/24 01:19:17,STABLE BEAMS,6800,10233.200398145,9812.480277490,60.8,PLTZERO
379420:9518,390:390,04/15/24 01:19:40,STABLE BEAMS,6800,10218.537808115,9795.832261106,60.7,PLTZERO
379420:9518,391:391,04/15/24 01:20:04,STABLE BEAMS,6800,10224.198097284,9662.104161853,60.6,PLTZERO
379420:9518,392:392,04/15/24 01:20:27,STABLE BEAMS,6800,10227.062493013,9803.368652975,60.6,PLTZERO
379420:9518,393:393,04/15/24 01:20:50,STABLE BEAMS,6800,10240.036526611,9809.864960085,60.7,PLTZERO
379420:9518,394:394,04/15/24 01:21:14,STABLE BEAMS,6800,10243.209532655,9821.625123115,60.8,PLTZERO
379420:9518,395:395,04/15/24 01:21:37,STABLE BEAMS,6800,10226.267566447,9810.655026489,60.8,PLTZERO
379420:9518,396:396,04/15/24 01:22:00,STABLE BEAMS,6800,10219.631544668,9803.334471833,60.6,PLTZERO
379420:9518,397:397,04/15/24 01:22:24,STABLE BEAMS,6800,10201.443436813,9780.994855233,60.6,PLTZERO
379420:9518,398:398,04/15/24 01:22:47,STABLE BEAMS,6800,10181.186959832,9758.786103006,60.4,PLTZERO
379420:9518,399:399,04/15/24 01:23:10,STABLE BEAMS,6800,10179.853915282,9755.029137447,60.4,PLTZERO
379420:9518,400:400,04/15/24 01:23:34,STABLE BEAMS,6800,10171.316529958,9757.951115101,60.4,PLTZERO
379420:9518,401:401,04/15/24 01:23:57,STABLE BEAMS,6800,10172.037254045,9756.544818102,60.3,PLTZERO
379420:9518,402:402,04/15/24 01:24:20,STABLE BEAMS,6800,10174.958251666,9611.615174488,60.4,PLTZERO
379420:9518,403:403,04/15/24 01:24:44,STABLE BEAMS,6800,10162.415832493,9750.684272240,60.3,PLTZERO
379420:9518,404:404,04/15/24 01:25:07,STABLE BEAMS,6800,10152.941815867,9601.824807290,60.3,PLTZERO
379420:9518,405:405,04/15/24 01:25:30,STABLE BEAMS,6800,10144.280426400,9731.453159527,60.2,PLTZERO
379420:9518,406:406,04/15/24 01:25:53,STABLE BEAMS,6800,10133.495865975,9730.275390166,60.2,PLTZERO
379420:9518,407:407,04/15/24 01:26:17,STABLE BEAMS,6800,10137.119087064,9722.091516657,60.1,PLTZERO
379420:9518,408:408,04/15/24 01:26:40,STABLE BEAMS,6800,10144.208123983,9595.342160637,60.2,PLTZERO
379420:9518,409:409,04/15/24 01:27:03,STABLE BEAMS,6800,10134.191189213,9723.054438838,60.2,PLTZERO
379420:9518,410:410,04/15/24 01:27:27,STABLE BEAMS,6800,10129.846344006,9719.840461426,60.1,PLTZERO
379420:9518,411:411,04/15/24 01:27:50,STABLE BEAMS,6800,10118.602768241,9689.128505018,60.1,PLTZERO
379420:9518,412:412,04/15/24 01:28:13,STABLE BEAMS,6800,10286.207069652,9716.605003295,60.2,PLTZERO
379420:9518,413:413,04/15/24 01:28:37,STABLE BEAMS,6800,10284.148400850,9848.580123963,61.1,PLTZERO
379420:9518,414:414,04/15/24 01:29:00,STABLE BEAMS,6800,10271.054163235,9827.605782991,61.0,PLTZERO
379420:9518,415:415,04/15/24 01:29:23,STABLE BEAMS,6800,10271.399874789,9706.585138427,60.9,PLTZERO
379420:9518,416:416,04/15/24 01:29:47,STABLE BEAMS,6800,10258.774452841,9835.437104717,60.9,PLTZERO
379420:9518,417:417,04/15/24 01:30:10,STABLE BEAMS,6800,10244.851187519,9824.091025526,60.8,PLTZERO
379420:9518,418:418,04/15/24 01:30:33,STABLE BEAMS,6800,10246.012326325,9824.904522714,60.8,PLTZERO
379420:9518,419:419,04/15/24 01:30:56,STABLE BEAMS,6800,10235.717082254,9808.780933856,60.8,PLTZERO
379420:9518,420:420,04/15/24 01:31:20,STABLE BEAMS,6800,10224.976523299,9808.218415056,60.7,PLTZERO
379420:9518,421:421,04/15/24 01:31:43,STABLE BEAMS,6800,10222.944155377,9801.204510649,60.7,PLTZERO
379420:9518,422:422,04/15/24 01:32:06,STABLE BEAMS,6800,10205.273664821,9793.057758381,60.6,PLTZERO
379420:9518,423:423,04/15/24 01:32:30,STABLE BEAMS,6800,10197.841816445,9783.482238362,60.5,PLTZERO
379420:9518,424:424,04/15/24 01:32:53,STABLE BEAMS,6800,10185.732011730,9774.009271772,60.5,PLTZERO
379420:9518,425:425,04/15/24 01:33:16,STABLE BEAMS,6800,10307.440179272,9883.374256798,60.9,PLTZERO
379420:9518,426:426,04/15/24 01:33:40,STABLE BEAMS,6800,10212.553208107,9794.850788304,60.7,PLTZERO
379420:9518,427:427,04/15/24 01:34:03,STABLE BEAMS,6800,10176.202393246,9760.412137349,60.5,PLTZERO
379420:9518,428:428,04/15/24 01:34:26,STABLE BEAMS,6800,10156.661740189,9749.134410443,60.3,PLTZERO
379420:9518,429:429,04/15/24 01:34:50,STABLE BEAMS,6800,10129.302425828,9717.668518838,60.2,PLTZERO
379420:9518,430:430,04/15/24 01:35:13,STABLE BEAMS,6800,10138.834944409,9731.884813953,59.9,PLTZERO
379420:9518,431:431,04/15/24 01:35:36,STABLE BEAMS,6800,10291.785356080,9872.261575408,61.1,PLTZERO
379420:9518,432:432,04/15/24 01:36:00,STABLE BEAMS,6800,10269.583414082,9751.113976601,61.0,PLTZERO
379420:9518,433:433,04/15/24 01:36:23,STABLE BEAMS,6800,10250.691182695,9809.641322611,60.9,PLTZERO
379420:9518,434:434,04/15/24 01:36:46,STABLE BEAMS,6800,10222.513540985,9803.027821585,60.7,PLTZERO
379420:9518,435:435,04/15/24 01:37:09,STABLE BEAMS,6800,10199.983488021,9779.464534089,60.5,PLTZERO
379420:9518,436:436,04/15/24 01:37:33,STABLE BEAMS,6800,10196.595674799,9781.091538464,60.5,PLTZERO
379420:9518,437:437,04/15/24 01:37:56,STABLE BEAMS,6800,10173.670108616,9755.780142546,60.4,PLTZERO
379420:9518,438:438,04/15/24 01:38:19,STABLE BEAMS,6800,10157.754476708,9742.102925447,60.3,PLTZERO
379420:9518,439:439,04/15/24 01:38:43,STABLE BEAMS,6800,10142.170955900,9723.320077716,60.2,PLTZERO
379420:9518,440:440,04/15/24 01:39:06,STABLE BEAMS,6800,10124.599068640,9697.578977437,60.1,PLTZERO
379420:9518,441:441,04/15/24 01:39:29,STABLE BEAMS,6800,10285.558547978,9840.755642465,60.0,PLTZERO
379420:9518,442:442,04/15/24 01:39:53,STABLE BEAMS,6800,10300.695853873,9729.492153990,61.2,PLTZERO
379420:9518,443:443,04/15/24 01:40:16,STABLE BEAMS,6800,10269.299304587,9844.797767555,61.0,PLTZERO
379420:9518,444:444,04/15/24 01:40:39,STABLE BEAMS,6800,10250.310369968,9823.369321407,60.9,PLTZERO
379420:9518,445:445,04/15/24 01:41:03,STABLE BEAMS,6800,10233.677914104,9798.398756879,60.8,PLTZERO
379420:9518,446:446,04/15/24 01:41:26,STABLE BEAMS,6800,10217.980189479,9794.279479211,60.7,PLTZERO
379420:9518,447:447,04/15/24 01:41:49,STABLE BEAMS,6800,10209.942820866,9791.813576799,60.6,PLTZERO
379420:9518,448:448,04/15/24 01:42:13,STABLE BEAMS,6800,10196.252863342,9774.447756426,60.5,PLTZERO
379420:9518,449:449,04/15/24 01:42:36,STABLE BEAMS,6800,10197.677710961,9776.781824432,60.5,PLTZERO
379420:9518,450:450,04/15/24 01:42:59,STABLE BEAMS,6800,10198.078124343,9768.150675975,60.5,PLTZERO
379420:9518,451:451,04/15/24 01:43:22,STABLE BEAMS,6800,10186.351132421,9772.899854694,60.4,PLTZERO
379420:9518,452:452,04/15/24 01:43:46,STABLE BEAMS,6800,10195.600541541,9782.039810156,60.5,PLTZERO
379420:9518,453:453,04/15/24 01:44:09,STABLE BEAMS,6800,10198.522439192,9785.595588992,60.5,PLTZERO
379420:9518,454:454,04/15/24 01:44:32,STABLE BEAMS,6800,10190.411868133,9772.197681227,60.5,PLTZERO
379420:9518,455:455,04/15/24 01:44:56,STABLE BEAMS,6800,10193.835782562,9783.855300830,60.4,PLTZERO
379420:9518,456:456,04/15/24 01:45:19,STABLE BEAMS,6800,10196.875984167,8654.118324514,60.5,PLTZERO
379420:9518,457:457,04/15/24 01:45:42,STABLE BEAMS,6800,10185.158792573,9372.604256636,60.4,PLTZERO
379420:9518,458:458,04/15/24 01:46:06,STABLE BEAMS,6800,10188.745812453,9771.146866109,60.4,PLTZERO
379420:9518,459:459,04/15/24 01:46:29,STABLE BEAMS,6800,10176.438701144,9762.551858860,60.4,PLTZERO
379420:9518,460:460,04/15/24 01:46:52,STABLE BEAMS,6800,10174.067521898,9759.168925801,60.4,PLTZERO
379420:9518,461:461,04/15/24 01:47:16,STABLE BEAMS,6800,10167.160091048,9750.527036985,60.3,PLTZERO
379420:9518,462:462,04/15/24 01:47:39,STABLE BEAMS,6800,10152.914514955,9736.731655937,60.3,PLTZERO
379420:9518,463:463,04/15/24 01:48:02,STABLE BEAMS,6800,10150.674240084,9740.488621496,60.2,PLTZERO
379420:9518,464:464,04/15/24 01:48:25,STABLE BEAMS,6800,10145.540268504,9727.738195371,60.2,PLTZERO
379420:9518,465:465,04/15/24 01:48:49,STABLE BEAMS,6800,10139.986382891,9731.870163464,60.2,PLTZERO
379420:9518,466:466,04/15/24 01:49:12,STABLE BEAMS,6800,10136.576068916,9729.122031620,60.2,PLTZERO
379420:9518,467:467,04/15/24 01:49:35,STABLE BEAMS,6800,10136.170755371,9727.859289418,60.1,PLTZERO
379420:9518,468:468,04/15/24 01:49:59,STABLE BEAMS,6800,10125.519999418,9721.613960697,60.1,PLTZERO
379420:9518,469:469,04/15/24 01:50:22,STABLE BEAMS,6800,10202.128059693,9787.395459144,60.0,PLTZERO
379420:9518,470:470,04/15/24 01:50:45,STABLE BEAMS,6800,10301.925394965,9875.822244407,61.1,PLTZERO
379420:9518,471:471,04/15/24 01:51:09,STABLE BEAMS,6800,10283.221569875,9860.123479747,61.1,PLTZERO
379420:9518,472:472,04/15/24 01:51:32,STABLE BEAMS,6800,10264.761952946,9843.191263865,60.9,PLTZERO
379420:9518,473:473,04/15/24 01:51:55,STABLE BEAMS,6800,10265.347972531,9704.937623366,60.9,PLTZERO
379420:9518,474:474,04/15/24 01:52:19,STABLE BEAMS,6800,10262.884990217,9838.522167821,60.9,PLTZERO
379420:9518,475:475,04/15/24 01:52:42,STABLE BEAMS,6800,10250.848487952,9832.888189531,60.9,PLTZERO
379420:9518,476:476,04/15/24 01:53:05,STABLE BEAMS,6800,10238.937889894,9677.258968333,60.5,PLTZERO
379420:9518,477:477,04/15/24 01:53:29,STABLE BEAMS,6800,10309.253739882,9886.230792265,60.9,PLTZERO
379420:9518,478:478,04/15/24 01:53:52,STABLE BEAMS,6800,10300.180136638,9736.949433215,61.2,PLTZERO
379420:9518,479:479,04/15/24 01:54:15,STABLE BEAMS,6800,10281.938326988,9716.686066004,61.1,PLTZERO
379420:9518,480:480,04/15/24 01:54:38,STABLE BEAMS,6800,10284.965828169,9867.524117080,61.0,PLTZERO
379420:9518,481:481,04/15/24 01:55:02,STABLE BEAMS,6800,10292.377175859,9867.860058307,61.0,PLTZERO
379420:9518,482:482,04/15/24 01:55:25,STABLE BEAMS,6800,10288.272538681,9862.738797152,61.0,PLTZERO
379420:9518,483:483,04/15/24 01:55:48,STABLE BEAMS,6800,10284.041897291,9854.955337025,61.1,PLTZERO
379420:9518,484:484,04/15/24 01:56:12,STABLE BEAMS,6800,10261.495243771,9838.901090485,61.0,PLTZERO
379420:9518,485:485,04/15/24 01:56:35,STABLE BEAMS,6800,10250.166765168,9685.538535040,60.8,PLTZERO
379420:9518,486:486,04/15/24 01:56:58,STABLE BEAMS,6800,10242.245600440,9817.141573272,60.8,PLTZERO
379420:9518,487:487,04/15/24 01:57:22,STABLE BEAMS,6800,10226.563476336,9807.561173091,60.7,PLTZERO
379420:9518,488:488,04/15/24 01:57:45,STABLE BEAMS,6800,10233.584210972,9812.949043156,60.9,PLTZERO
379420:9518,489:489,04/15/24 01:58:08,STABLE BEAMS,6800,10201.469837695,8082.132408488,60.5,PLTZERO
379420:9518,490:490,04/15/24 01:58:32,STABLE BEAMS,6800,10200.054790404,9780.519249338,60.5,PLTZERO
379420:9518,491:491,04/15/24 01:58:55,STABLE BEAMS,6800,10213.440937775,9798.073546010,60.5,PLTZERO
379420:9518,492:492,04/15/24 01:59:18,STABLE BEAMS,6800,10191.464603316,7492.007706256,60.5,PLTZERO
379420:9518,493:493,04/15/24 01:59:42,STABLE BEAMS,6800,10259.824287927,9838.937221693,60.7,PLTZERO
379420:9518,494:494,04/15/24 02:00:05,STABLE BEAMS,6800,10271.035662616,9701.089834771,61.0,PLTZERO
379420:9518,495:495,04/15/24 02:00:28,STABLE BEAMS,6800,10269.927225572,9846.475553627,60.9,PLTZERO
379420:9518,496:496,04/15/24 02:00:51,STABLE BEAMS,6800,10265.810888002,9847.995144413,61.0,PLTZERO
379420:9518,497:497,04/15/24 02:01:15,STABLE BEAMS,6800,10260.271602877,9699.355406806,60.8,PLTZERO
379420:9518,498:498,04/15/24 02:01:38,STABLE BEAMS,6800,10271.318872081,8373.940020830,60.9,PLTZERO
379420:9518,499:499,04/15/24 02:02:01,STABLE BEAMS,6800,10264.573546650,9840.559345905,60.9,PLTZERO
379420:9518,500:500,04/15/24 02:02:25,STABLE BEAMS,6800,10242.828619924,9828.406589754,60.9,PLTZERO
379420:9518,501:501,04/15/24 02:02:48,STABLE BEAMS,6800,10244.545477303,9009.038386102,60.8,PLTZERO
379420:9518,502:502,04/15/24 02:03:11,STABLE BEAMS,6800,10185.271096326,9772.299254622,60.6,PLTZERO
379420:9518,503:503,04/15/24 02:03:35,STABLE BEAMS,6800,10167.723609881,9755.076019014,60.3,PLTZERO
379420:9518,504:504,04/15/24 02:03:58,STABLE BEAMS,6800,10155.294494495,8192.876349600,60.3,PLTZERO
379420:9518,505:505,04/15/24 02:04:21,STABLE BEAMS,6800,10150.523835057,9738.935829601,60.2,PLTZERO
379420:9518,506:506,04/15/24 02:04:45,STABLE BEAMS,6800,10157.326762414,9609.362169192,60.3,PLTZERO
379420:9518,507:507,04/15/24 02:05:08,STABLE BEAMS,6800,10146.060785900,9735.856626693,60.3,PLTZERO
379420:9518,508:508,04/15/24 02:05:31,STABLE BEAMS,6800,10134.571101910,8434.272107155,60.2,PLTZERO
379420:9518,509:509,04/15/24 02:05:54,STABLE BEAMS,6800,10128.527999946,9721.493846683,60.1,PLTZERO
379420:9518,510:510,04/15/24 02:06:18,STABLE BEAMS,6800,10154.809078272,9747.321849866,60.0,PLTZERO
379420:9518,511:511,04/15/24 02:06:41,STABLE BEAMS,6800,10298.044365259,9872.086769566,61.1,PLTZERO
379420:9518,512:512,04/15/24 02:07:04,STABLE BEAMS,6800,10289.899593057,9863.754451096,61.1,PLTZERO
379420:9518,513:513,04/15/24 02:07:28,STABLE BEAMS,6800,10281.565314522,8438.490028120,61.0,PLTZERO
379420:9518,514:514,04/15/24 02:07:51,STABLE BEAMS,6800,10273.667550575,9839.843501981,61.0,PLTZERO
379420:9518,515:515,04/15/24 02:08:14,STABLE BEAMS,6800,10251.512510144,9833.624544141,60.9,PLTZERO
379420:9518,516:516,04/15/24 02:08:38,STABLE BEAMS,6800,10223.529174928,9801.598083802,60.8,PLTZERO
379420:9518,517:517,04/15/24 02:09:01,STABLE BEAMS,6800,9859.543380360,9473.981664714,59.5,PLTZERO
379420:9518,518:518,04/15/24 02:09:24,STABLE BEAMS,6800,9489.632577775,9136.035800412,56.8,PLTZERO
379420:9518,519:519,04/15/24 02:09:48,STABLE BEAMS,6800,9826.935840601,9446.869428611,56.6,PLTZERO
379420:9518,520:520,04/15/24 02:10:11,STABLE BEAMS,6800,10185.238795247,9773.817855374,60.6,PLTZERO
379420:9518,521:521,04/15/24 02:10:34,STABLE BEAMS,6800,10167.399399046,9759.794926722,60.3,PLTZERO
379420:9518,522:522,04/15/24 02:10:58,STABLE BEAMS,6800,10164.406099009,8674.382671758,60.4,PLTZERO
379420:9518,523:523,04/15/24 02:11:21,STABLE BEAMS,6800,10147.775643211,9737.559813614,60.2,PLTZERO
379420:9518,524:524,04/15/24 02:11:44,STABLE BEAMS,6800,10153.130322167,9743.852983935,60.2,PLTZERO
379420:9518,525:525,04/15/24 02:12:07,STABLE BEAMS,6800,10131.285892116,9722.621814380,60.2,PLTZERO
379420:9518,526:526,04/15/24 02:12:31,STABLE BEAMS,6800,10136.867078642,9729.166953121,60.1,PLTZERO
379420:9518,527:527,04/15/24 02:12:54,STABLE BEAMS,6800,10134.240090847,4909.842309131,60.2,PLTZERO
379420:9518,528:528,04/15/24 02:13:17,STABLE BEAMS,6800,10139.485366147,9729.947249199,60.1,PLTZERO
379420:9518,529:529,04/15/24 02:13:41,STABLE BEAMS,6800,10252.847554762,9831.638147754,60.7,PLTZERO
379420:9518,530:530,04/15/24 02:14:04,STABLE BEAMS,6800,10213.096226254,9797.146765037,60.7,PLTZERO
379420:9518,531:531,04/15/24 02:14:27,STABLE BEAMS,6800,10167.094688862,9750.131513766,60.4,PLTZERO
379420:9518,532:532,04/15/24 02:14:51,STABLE BEAMS,6800,10143.701307045,9733.626082147,60.2,PLTZERO
379420:9518,533:533,04/15/24 02:15:14,STABLE BEAMS,6800,10136.958881710,9728.290943845,60.1,PLTZERO
379420:9518,534:534,04/15/24 02:15:37,STABLE BEAMS,6800,10162.987151587,9748.427356813,60.2,PLTZERO
379420:9518,535:535,04/15/24 02:16:01,STABLE BEAMS,6800,10182.845215252,9623.578464307,60.4,PLTZERO
379420:9518,536:536,04/15/24 02:16:24,STABLE BEAMS,6800,10189.488937288,9767.535415412,60.5,PLTZERO
379420:9518,537:537,04/15/24 02:16:47,STABLE BEAMS,6800,10186.150025700,9745.383315079,60.5,PLTZERO
379420:9518,538:538,04/15/24 02:17:11,STABLE BEAMS,6800,10151.765076540,9714.992649410,60.3,PLTZERO
379420:9518,539:539,04/15/24 02:17:34,STABLE BEAMS,6800,10145.906480743,9706.359550888,60.2,PLTZERO
379420:9518,540:540,04/15/24 02:17:57,STABLE BEAMS,6800,10133.614069925,9715.043431107,60.2,PLTZERO
379420:9518,541:541,04/15/24 02:18:20,STABLE BEAMS,6800,10135.639537617,9366.741750708,60.1,PLTZERO
379420:9518,542:542,04/15/24 02:18:44,STABLE BEAMS,6800,10128.156887544,7813.570703036,60.1,PLTZERO
379420:9518,543:543,04/15/24 02:19:07,STABLE BEAMS,6800,10163.111155731,9751.666725074,60.1,PLTZERO
379420:9518,544:544,04/15/24 02:19:30,STABLE BEAMS,6800,10287.038097425,9861.687982033,61.0,PLTZERO
379420:9518,545:545,04/15/24 02:19:54,STABLE BEAMS,6800,10275.513312261,9837.813164126,61.0,PLTZERO
379420:9518,546:546,04/15/24 02:20:17,STABLE BEAMS,6800,10276.199835205,9850.214938599,60.9,PLTZERO
379420:9518,547:547,04/15/24 02:20:40,STABLE BEAMS,6800,10273.418542253,9846.308558046,61.0,PLTZERO
379420:9518,548:548,04/15/24 02:21:04,STABLE BEAMS,6800,10264.692650630,9835.577729417,60.9,PLTZERO
379420:9518,549:549,04/15/24 02:21:27,STABLE BEAMS,6800,10270.633249168,9335.099093197,60.9,PLTZERO
379420:9518,550:550,04/15/24 02:21:50,STABLE BEAMS,6800,10253.668882211,9832.568838859,60.7,PLTZERO
379420:9518,551:551,04/15/24 02:22:14,STABLE BEAMS,6800,10228.255932899,9809.803438029,60.8,PLTZERO
379420:9518,552:552,04/15/24 02:22:37,STABLE BEAMS,6800,10172.281362203,9618.656419810,60.7,PLTZERO
379420:9518,553:553,04/15/24 02:23:00,STABLE BEAMS,6800,10126.234923311,9718.069902253,60.2,PLTZERO
379420:9518,554:554,04/15/24 02:23:23,STABLE BEAMS,6800,10240.445740287,9813.483241009,60.1,PLTZERO
379420:9518,555:555,04/15/24 02:23:47,STABLE BEAMS,6800,5074.741870148,4858.365978769,60.8,PLTZERO
379420:9518,556:556,04/15/24 02:24:10,STABLE BEAMS,6800,0.000344639,0.000343089,0.0,PLTZERO
379420:9518,557:557,04/15/24 02:24:33,STABLE BEAMS,6800,0.000314092,0.000311070,0.0,PLTZERO
#Summary:
#nfill,nrun,nls,ncms,totdelivered(1e30/cm2s),totrecorded(1e30/cm2s)
#1,1,522,522,4916593.836314840,4637388.313263153
